NNLS: Solver (v) 1.0
(c) 2010 Suvrit Sra
Matrix = 12121800 bytes, rhs = 10680 bytes
Extra Memory used=207884 bytes
Time		Obj
456.068	2.805274e+008	1.1879003e+040
456.193	2.8052166e+008	1.1839942e+040
456.318	2.8051786e+008	1.182504e+040
456.443	2.7933092e+008	1.1824105e+040
456.552	2.7920566e+008	3.0104541e+040
456.677	2.7914315e+008	1.7140719e+040
456.802	2.7911792e+008	1.5999249e+040
456.912	2.7909176e+008	1.2278116e+040
457.037	2.7907719e+008	1.1688178e+040
457.162	2.7909513e+008	1.1710177e+040
457.271	2.789638e+008	3.5366934e+040
457.396	2.7894818e+008	1.5560113e+040
457.521	2.7893175e+008	1.8613784e+040
457.646	2.7892708e+008	1.2275014e+040
457.771	2.789234e+008	1.1766198e+040
457.896	2.7888313e+008	1.1759351e+040
458.005	2.7887295e+008	1.1733715e+040
458.130	2.7886307e+008	1.1709269e+040
458.255	2.7885909e+008	1.1758378e+040
458.380	2.7884431e+008	1.1742168e+040
458.490	2.788402e+008	1.1736277e+040
458.615	2.7875196e+008	1.1742349e+040
458.740	2.787459e+008	1.177043e+040
458.865	2.7873228e+008	1.1749424e+040
458.974	2.787275e+008	1.1749187e+040
459.099	2.7633408e+008	1.1747649e+040
459.224	2.76329e+008	1.1567583e+040
459.334	2.7631545e+008	1.6055032e+040
459.459	2.7630692e+008	1.1681818e+040
459.584	2.7630188e+008	1.1605178e+040
459.709	2.7629838e+008	1.1623465e+040
459.818	2.7627356e+008	1.162945e+040
459.943	2.762661e+008	1.1685344e+040
460.068	2.7626088e+008	1.1647774e+040
460.193	2.762576e+008	1.1636127e+040
460.302	2.74887e+008	1.1637431e+040
460.427	2.7463213e+008	7.0197473e+040
460.552	2.7459154e+008	3.3163984e+040
460.662	2.7453464e+008	3.7694194e+040
460.787	2.7452181e+008	2.2250171e+040
460.912	2.745108e+008	1.7499741e+040
461.037	2.7443373e+008	1.6283246e+040
461.162	2.7438049e+008	3.2352016e+040
461.271	2.7436179e+008	1.7459326e+040
461.396	2.743517e+008	1.5845261e+040
461.521	2.7434689e+008	1.1558507e+040
461.646	2.7432087e+008	1.1559733e+040
461.771	2.7435489e+008	1.1629216e+040
461.896	2.743087e+008	3.3442214e+040
462.021	2.7428947e+008	1.9171987e+040
462.131	2.7427967e+008	2.0408509e+040
462.256	2.7425751e+008	1.2925582e+040
462.381	2.7425087e+008	1.6463396e+040
462.490	2.7423454e+008	1.1560839e+040
462.615	2.7422913e+008	1.1694467e+040
462.740	2.7422054e+008	1.1575379e+040
462.865	2.7420552e+008	1.1577901e+040
462.990	2.7421568e+008	1.1587406e+040
463.099	2.7408567e+008	6.3139464e+040
463.224	2.7404009e+008	3.6263361e+040
463.349	2.7400913e+008	2.9051839e+040
463.474	2.7395983e+008	2.3055716e+040
463.584	2.7394559e+008	3.8097269e+040
463.709	2.7393168e+008	1.7902523e+040
463.834	2.739179e+008	1.1504275e+040
463.959	2.7395755e+008	1.1515321e+040
464.084	2.7387072e+008	5.064243e+040
464.193	2.7385822e+008	1.8481151e+040
464.318	2.7385432e+008	1.1515119e+040
464.443	2.7384347e+008	1.1506543e+040
464.568	2.7383869e+008	1.1510494e+040
464.677	2.7374407e+008	1.1520692e+040
464.802	2.7373292e+008	1.155298e+040
464.927	2.7372192e+008	1.1569849e+040
465.052	2.7371102e+008	1.3835614e+040
465.162	2.7370572e+008	1.1501599e+040
465.287	2.7370274e+008	1.1519888e+040
465.412	2.7368787e+008	1.1522881e+040
465.537	2.7367931e+008	1.1589057e+040
465.646	2.7367488e+008	1.1540843e+040
465.771	2.736717e+008	1.152939e+040
465.896	2.7332554e+008	1.15297e+040
466.021	2.7059487e+008	2.1865344e+041
466.131	3.0893542e+008	1.4657215e+041
466.256	2.7431594e+008	8.7843006e+041
466.381	2.6979332e+008	3.9754067e+041
466.506	2.6866217e+008	1.9327525e+041
466.615	2.683654e+008	1.1894241e+041
466.740	2.6827075e+008	6.4585044e+040
466.865	2.6810492e+008	5.4371195e+040
466.990	2.6802759e+008	4.309285e+040
467.099	2.6769345e+008	4.4107382e+040
467.224	2.676e+008	3.6184609e+040
467.349	2.6754978e+008	2.3101352e+040
467.474	2.6749881e+008	3.4712523e+040
467.599	2.6747545e+008	2.4087064e+040
467.709	2.674577e+008	1.9282857e+040
467.834	2.6731343e+008	1.7790055e+040
467.959	2.6728618e+008	3.6197288e+040
468.068	2.6727103e+008	2.7956707e+040
468.193	2.6723103e+008	3.9711296e+040
468.318	2.6722241e+008	2.6021569e+040
468.443	2.6721833e+008	1.2057711e+040
468.568	2.7247073e+008	1.1303439e+040
468.677	2.6711919e+008	2.6023402e+041
468.802	2.6693332e+008	4.796285e+040
468.912	2.6690932e+008	1.287043e+040
469.037	2.6689451e+008	1.135439e+040
469.162	2.6688383e+008	1.1314088e+040
469.287	2.6684427e+008	1.1302791e+040
469.396	2.6682906e+008	1.1273331e+040
469.521	2.668183e+008	1.1241675e+040
469.646	2.668015e+008	1.3068303e+040
469.771	2.6679687e+008	1.1302709e+040
469.881	2.6679362e+008	1.1284072e+040
470.006	2.6665084e+008	1.1281557e+040
470.131	2.6660108e+008	2.1728529e+040
470.256	2.6659521e+008	1.129928e+040
470.365	2.6658835e+008	1.1283209e+040
470.490	2.6655056e+008	1.127355e+040
470.615	2.6653965e+008	1.1248766e+040
470.724	2.6650994e+008	1.1259432e+040
470.849	2.6650256e+008	1.1291982e+040
470.974	2.6648327e+008	1.1266873e+040
471.084	2.6647843e+008	1.1289353e+040
471.209	2.6647022e+008	1.1270746e+040
471.334	2.6646688e+008	1.1260505e+040
471.443	2.6633834e+008	1.1264019e+040
471.568	2.6633191e+008	1.1299195e+040
471.693	2.6632618e+008	1.127056e+040
471.818	2.6632286e+008	1.1257909e+040
471.943	2.6575229e+008	1.1258844e+040
472.052	2.6572606e+008	1.4548412e+040
472.178	2.6571874e+008	1.1179258e+040
472.303	2.6571382e+008	1.1209418e+040
472.428	2.6567492e+008	1.1208533e+040
472.537	2.6566278e+008	1.1267122e+040
472.662	2.6564539e+008	1.1229914e+040
472.787	2.6564015e+008	1.1248685e+040
472.896	2.6563248e+008	1.1227937e+040
473.021	2.6562915e+008	1.1220578e+040
473.146	2.6537573e+008	1.1223141e+040
473.271	2.6536614e+008	1.1275175e+040
473.396	2.6536126e+008	1.1232369e+040
473.506	2.6535771e+008	1.1219176e+040
473.631	2.6494535e+008	1.1217676e+040
473.740	2.6488258e+008	2.3496167e+040
473.865	2.648595e+008	1.1163142e+040
473.990	2.648484e+008	1.2285321e+040
474.115	2.6482228e+008	1.1166651e+040
474.224	2.6481074e+008	1.1188764e+040
474.349	2.6471484e+008	1.1185664e+040
474.474	2.6466089e+008	2.2889639e+040
474.584	2.6464938e+008	1.122036e+040
474.709	2.6464494e+008	1.1174238e+040
474.834	2.6463098e+008	1.1185081e+040
474.959	2.6462531e+008	1.1188113e+040
475.068	2.6455905e+008	1.118013e+040
475.193	2.6455419e+008	1.1211632e+040
475.318	2.645464e+008	1.1191684e+040
475.443	2.6454312e+008	1.118022e+040
475.568	2.6439861e+008	1.118305e+040
475.678	2.6439169e+008	1.1203693e+040
475.803	2.6438631e+008	1.1174385e+040
475.928	2.6438302e+008	1.1165316e+040
476.037	2.6358625e+008	1.1167077e+040
476.162	2.6352981e+008	1.8896713e+040
476.287	2.6351199e+008	1.1272265e+040
476.412	2.6350475e+008	1.1289424e+040
476.521	2.6347417e+008	1.1266422e+040
476.646	2.6345557e+008	1.1190121e+040
476.771	2.6344567e+008	1.1164932e+040
476.896	2.633968e+008	3.8349726e+040
477.006	2.6337341e+008	2.377124e+040
477.131	2.6336163e+008	1.952724e+040
477.256	2.6334467e+008	1.5547154e+040
477.381	2.6333901e+008	1.6238391e+040
477.506	1.1419182e+009	1.1095877e+040
477.615	3.8135382e+008	3.5362921e+042
477.740	2.8149156e+008	1.2299322e+042
477.865	2.6780974e+008	4.6907239e+041
477.974	2.6438965e+008	2.2124749e+041
478.099	2.6379946e+008	1.1842331e+041
478.224	2.6350032e+008	8.0579823e+040
478.349	2.6324286e+008	7.1668261e+040
478.459	2.6247864e+008	6.7101549e+040
478.584	2.6228923e+008	7.9759792e+040
478.709	2.6198521e+008	4.0437416e+040
478.834	2.6187175e+008	3.0804996e+040
478.943	2.6183326e+008	2.7655712e+040
479.068	2.6146564e+008	7.0780896e+040
479.193	2.6141326e+008	2.9239275e+040
479.318	2.6138516e+008	1.9906847e+040
479.428	2.6132413e+008	1.7126617e+040
479.553	2.6130938e+008	1.9564845e+040
479.678	2.6129496e+008	1.1068385e+040
479.787	2.6127947e+008	1.1065882e+040
479.912	2.6247774e+008	1.1067649e+040
480.037	2.6113753e+008	1.0658133e+041
480.146	2.668052e+008	5.2365026e+040
480.271	2.6169565e+008	3.2402943e+041
480.396	2.6108794e+008	1.5203265e+041
480.506	2.6087887e+008	7.8511859e+040
480.631	2.6084453e+008	2.7441259e+040
480.756	2.6083167e+008	1.5051417e+040
480.865	2.6079828e+008	1.1549093e+040
480.990	2.6074505e+008	1.0977531e+040
481.115	2.6067788e+008	1.1008104e+040
481.224	2.6066052e+008	1.5125832e+040
481.349	2.6065418e+008	1.2073775e+040
481.474	2.6065336e+008	1.1015829e+040
481.584	2.6063521e+008	1.1017089e+040
481.709	2.6062634e+008	1.1193295e+040
481.834	2.6062127e+008	1.1030132e+040
481.959	2.6061773e+008	1.101234e+040
482.068	2.6041677e+008	1.1011883e+040
482.193	2.6043448e+008	2.3030584e+040
482.303	2.6213746e+008	4.3028232e+040
482.428	2.605436e+008	1.9019276e+041
482.553	2.6034138e+008	9.1603873e+040
482.662	2.6028848e+008	4.4858747e+040
482.787	2.6027613e+008	1.8943484e+040
482.912	2.6027102e+008	1.3632845e+040
483.037	2.6022121e+008	1.1011931e+040
483.146	2.6020933e+008	1.5133949e+040
483.287	2.6020221e+008	1.0944589e+040
483.412	2.6019894e+008	1.0984749e+040
483.537	2.6013786e+008	1.0977454e+040
483.662	2.6010609e+008	1.0988054e+040
483.787	2.6128479e+008	1.1014614e+040
483.912	2.6072012e+008	1.271817e+041
484.021	2.6056733e+008	6.9272139e+040
484.146	2.6047907e+008	8.156163e+040
484.271	2.6032177e+008	5.5544719e+040
484.396	2.6026917e+008	6.4340237e+040
484.521	2.6021388e+008	3.4028685e+040
484.631	2.60134e+008	2.9167756e+040
484.756	2.6010129e+008	3.8254052e+040
484.881	2.6009022e+008	1.9319107e+040
484.990	2.6007573e+008	1.4604154e+040
485.115	2.6006893e+008	1.3182842e+040
485.240	2.6380191e+008	1.0968899e+040
485.365	2.6013897e+008	2.4357454e+041
485.475	2.5992699e+008	5.4779585e+040
485.600	2.5987698e+008	2.2876916e+040
485.725	2.5986355e+008	1.0861208e+040
485.850	2.5985614e+008	1.0850141e+040
485.959	2.5982876e+008	1.0874967e+040
486.084	2.5981656e+008	1.098786e+040
486.209	2.5973944e+008	1.0958608e+040
486.334	2.5973017e+008	1.1000776e+040
486.443	2.5972165e+008	1.0955616e+040
486.568	2.5971525e+008	1.1020643e+040
486.693	2.5971056e+008	1.098837e+040
486.818	2.5970748e+008	1.0975445e+040
486.928	2.7686113e+008	1.0975606e+040
487.053	2.3603191e+008	7.3905871e+041
487.178	2.3435683e+008	1.5138074e+041
487.303	2.3412025e+008	4.5767343e+040
487.412	2.3396391e+008	2.9171762e+040
487.537	2.3391268e+008	1.5583782e+040
487.662	2.3380584e+008	1.4238244e+040
487.787	2.3377611e+008	9.8358158e+039
487.912	2.3375213e+008	1.0344806e+040
488.037	2.3373987e+008	1.2593082e+040
488.146	2.337303e+008	9.6892045e+039
488.271	2.337238e+008	9.7157919e+039
488.396	2.3367164e+008	9.7202267e+039
488.506	2.336378e+008	1.8743692e+040
488.631	2.3363195e+008	9.755936e+039
488.756	2.336144e+008	9.7528277e+039
488.881	2.3345602e+008	9.7459532e+039
488.990	2.3348434e+008	9.7889056e+039
489.115	2.3460986e+008	2.6348284e+040
489.225	2.3356866e+008	1.3839182e+041
489.350	2.3344189e+008	6.5030317e+040
489.475	2.3341429e+008	2.8162693e+040
489.600	2.334085e+008	1.6335256e+040
489.725	2.3340605e+008	9.7419727e+039
489.834	2.3339854e+008	9.7252797e+039
489.959	2.4734089e+008	9.7156528e+039
490.084	2.3339942e+008	9.4369881e+040
490.209	2.3339933e+008	4.7501125e+041
490.318	2.333932e+008	9.6977764e+039
490.443	2.3339022e+008	9.7503211e+039
490.568	2.3338343e+008	9.7303755e+039
490.693	2.3338105e+008	9.7193593e+039
490.818	2.3330897e+008	9.7240068e+039
490.928	2.3330307e+008	9.7730733e+039
491.053	2.3329848e+008	9.7316775e+039
491.178	2.3329468e+008	9.7323367e+039
491.303	2.3231599e+008	9.7307027e+039
491.428	2.3233484e+008	3.9764529e+040
491.537	2.3378637e+008	5.4524456e+040
491.662	2.3230962e+008	1.9110685e+041
491.787	2.3217227e+008	9.064295e+040
491.912	2.3213155e+008	4.287129e+040
492.021	2.3211722e+008	2.4825773e+040
492.146	2.3210989e+008	1.4315997e+040
492.271	2.3206816e+008	1.0734092e+040
492.397	2.3202047e+008	3.2216994e+040
492.506	2.320154e+008	9.6656955e+039
492.631	2.3201166e+008	9.6829616e+039
492.756	2.3185237e+008	9.6855682e+039
492.881	2.3194545e+008	1.1713068e+040
493.006	2.3257972e+008	3.9648011e+040
493.115	2.3194241e+008	1.2596127e+041
493.240	2.3185311e+008	6.8412544e+040
493.365	2.3182947e+008	2.4934383e+040
493.490	2.3182378e+008	1.3309656e+040
493.600	2.3182005e+008	9.7236094e+039
493.725	2.3184016e+008	9.7139757e+039
493.850	2.3178516e+008	3.7826682e+040
493.975	2.3178079e+008	9.7219611e+039
494.084	2.3177829e+008	9.7038322e+039
494.240	2.3176039e+008	9.7013974e+039
494.381	2.3175602e+008	9.7206977e+039
494.506	2.3172206e+008	9.7276317e+039
494.631	2.3171894e+008	9.6854197e+039
494.740	2.3171365e+008	9.7073569e+039
494.865	2.3171104e+008	9.7193922e+039
494.975	2.314959e+008	9.7179972e+039
495.100	2.3148456e+008	9.7719865e+039
495.225	2.3147832e+008	9.7812609e+039
495.334	2.3147572e+008	9.7234447e+039
495.459	2.3146914e+008	9.7332746e+039
495.584	2.3146647e+008	9.7408067e+039
495.709	2.3143324e+008	9.7327854e+039
495.818	2.3143072e+008	9.7015301e+039
495.943	2.3141924e+008	9.7135713e+039
496.068	2.3141661e+008	9.7349896e+039
496.193	2.3139799e+008	9.7262483e+039
496.303	2.3139544e+008	9.7111061e+039
496.428	2.3138e+008	9.7203336e+039
496.537	2.3137745e+008	9.7368113e+039
496.662	2.3136324e+008	9.727127e+039
496.787	2.3136071e+008	9.7101601e+039
496.912	2.3134579e+008	9.7193601e+039
497.037	2.3134324e+008	9.7357812e+039
497.162	2.3132935e+008	9.7261006e+039
497.287	2.3132683e+008	9.7094914e+039
497.397	2.3131183e+008	9.7185937e+039
497.522	2.3130928e+008	9.7348779e+039
497.647	2.3129558e+008	9.7251548e+039
497.772	2.3129307e+008	9.7090518e+039
497.897	2.3127766e+008	9.7179462e+039
498.006	2.312751e+008	9.734139e+039
498.131	2.3126181e+008	9.724248e+039
498.256	2.3125933e+008	9.7117162e+039
498.381	2.3124028e+008	9.7192232e+039
498.490	2.3123764e+008	9.733761e+039
498.615	2.3122563e+008	9.7243906e+039
498.740	2.3122312e+008	9.7102528e+039
498.865	2.3120685e+008	9.7184113e+039
498.975	2.3120427e+008	9.7316965e+039
499.100	2.3119013e+008	9.723179e+039
499.225	2.3118756e+008	9.708286e+039
499.350	2.3117405e+008	9.7173995e+039
499.475	2.3117154e+008	9.7296539e+039
499.584	2.3115405e+008	9.7218759e+039
499.709	2.3115141e+008	9.7061899e+039
499.834	2.3114011e+008	9.71637e+039
499.959	2.3113765e+008	9.7277286e+039
500.084	2.3111568e+008	9.7205931e+039
500.193	2.3111317e+008	9.7040427e+039
500.318	2.3110367e+008	9.714473e+039
500.443	2.3110118e+008	9.727759e+039
500.553	2.3108148e+008	9.7196777e+039
500.678	2.3107886e+008	9.7049467e+039
500.803	2.3106681e+008	9.7146774e+039
500.928	2.3106434e+008	9.7260607e+039
501.053	2.3104385e+008	9.7189802e+039
501.162	2.3104135e+008	9.7021376e+039
501.287	2.3103188e+008	9.7125804e+039
501.412	2.3102939e+008	9.7257797e+039
501.522	2.3100946e+008	9.7178215e+039
501.647	2.3100684e+008	9.7028787e+039
501.772	2.309951e+008	9.7127472e+039
501.897	2.3099263e+008	9.7239925e+039
502.006	2.3097144e+008	9.7170743e+039
502.131	2.3096892e+008	9.6998739e+039
502.256	2.3095985e+008	9.710643e+039
502.381	2.3095738e+008	9.7233693e+039
502.490	2.3093556e+008	9.7157499e+039
502.615	2.3093312e+008	9.7003993e+039
502.740	2.3092226e+008	9.7098174e+039
502.865	2.3091973e+008	9.7240603e+039
502.975	2.3090397e+008	9.715493e+039
503.100	2.309014e+008	9.7008385e+039
503.225	2.3088807e+008	9.709919e+039
503.350	2.3088557e+008	9.7217424e+039
503.475	2.3086758e+008	9.7145586e+039
503.584	2.3086512e+008	9.6976602e+039
503.709	2.3085524e+008	9.7077515e+039
503.834	2.3085275e+008	9.7212483e+039
503.959	2.3083423e+008	9.7132036e+039
504.069	2.3083163e+008	9.6981505e+039
504.194	2.308197e+008	9.7078755e+039
504.319	2.3081723e+008	9.7191695e+039
504.428	2.3079655e+008	9.7123362e+039
504.553	2.3079403e+008	9.6948458e+039
504.678	2.3078513e+008	9.7057378e+039
504.803	2.3078267e+008	9.7181927e+039
504.912	2.3075985e+008	9.7108058e+039
505.037	2.307574e+008	9.6950722e+039
505.147	2.3074713e+008	9.7048589e+039
505.272	2.3074463e+008	9.7183929e+039
505.397	2.3072708e+008	9.7103209e+039
505.506	2.3072448e+008	9.6951032e+039
505.631	2.3071247e+008	9.7047619e+039
505.756	2.3071e+008	9.7160883e+039
505.865	2.3068959e+008	9.7092767e+039
505.990	2.3068707e+008	9.6917048e+039
506.115	2.3067821e+008	9.7026148e+039
506.225	2.3067575e+008	9.714986e+039
506.350	2.3065269e+008	9.7076714e+039
506.475	2.3065024e+008	9.6918056e+039
506.600	2.3064015e+008	9.7017088e+039
506.709	2.3063766e+008	9.7150095e+039
506.834	2.3061948e+008	9.7070989e+039
506.959	2.3061687e+008	9.6916809e+039
507.069	2.3060526e+008	9.7015339e+039
507.194	2.3060281e+008	9.7127012e+039
507.319	2.3058151e+008	9.7060102e+039
507.444	2.3057898e+008	9.6881968e+039
507.553	2.3057042e+008	9.6993854e+039
507.678	2.3056797e+008	9.7113982e+039
507.803	2.3054309e+008	9.7043134e+039
507.912	2.3054061e+008	9.6881633e+039
508.037	2.3053103e+008	9.6984319e+039
508.162	2.3052855e+008	9.71118e+039
508.287	2.3050848e+008	9.7036132e+039
508.397	2.3050606e+008	9.6877869e+039
508.522	2.3049543e+008	9.6972977e+039
508.647	2.3049292e+008	9.7111329e+039
508.756	2.3047647e+008	9.7029191e+039
508.881	2.3047389e+008	9.6878044e+039
509.006	2.3046148e+008	9.6972249e+039
509.115	2.3045901e+008	9.7086556e+039
509.240	2.3043951e+008	9.7018292e+039
509.365	2.3043702e+008	9.6842315e+039
509.475	2.3042806e+008	9.6950297e+039
509.600	2.3042561e+008	9.7074154e+039
509.725	2.30403e+008	9.7001128e+039
509.850	2.3040055e+008	9.6841728e+039
509.959	2.3039053e+008	9.6940892e+039
510.084	2.3038804e+008	9.7072508e+039
510.209	2.3036966e+008	9.6994423e+039
510.334	2.3036726e+008	9.6838847e+039
510.444	2.3035602e+008	9.6929989e+039
510.569	2.3035349e+008	9.7073649e+039
510.694	2.3033857e+008	9.6988325e+039
510.819	2.3033603e+008	9.6839934e+039
510.944	2.303227e+008	9.6929827e+039
511.053	2.3032008e+008	9.7048573e+039
511.178	2.3030236e+008	9.6972669e+039
511.303	2.302998e+008	9.6826193e+039
511.412	2.3028707e+008	9.6918576e+039
511.537	2.3028445e+008	9.703358e+039
511.662	2.3026554e+008	9.6960434e+039
511.787	2.3026295e+008	9.6810277e+039
511.912	2.30251e+008	9.690642e+039
512.037	2.3024855e+008	9.7018061e+039
512.147	2.3022809e+008	9.6951352e+039
512.272	2.3022557e+008	9.6772633e+039
512.397	2.30217e+008	9.6883909e+039
512.506	2.3021456e+008	9.7003383e+039
512.631	2.3018983e+008	9.6932982e+039
512.740	2.3018736e+008	9.6770654e+039
512.866	2.301779e+008	9.6873911e+039
512.991	2.3017543e+008	9.6999288e+039
513.116	2.3015488e+008	9.6924906e+039
513.225	2.3015246e+008	9.6765042e+039
513.350	2.3014216e+008	9.6861962e+039
513.475	2.3013967e+008	9.6996279e+039
513.600	2.301223e+008	9.6916573e+039
513.725	2.3011992e+008	9.6763042e+039
513.834	2.3010824e+008	9.685148e+039
513.959	2.301057e+008	9.6998462e+039
514.084	2.3009172e+008	9.6911042e+039
514.209	2.300892e+008	9.6764458e+039
514.319	2.3007523e+008	9.685143e+039
514.444	2.3007259e+008	9.69735e+039
514.569	2.3005611e+008	9.6894641e+039
514.694	2.3005358e+008	9.675196e+039
514.803	2.3003997e+008	9.6840243e+039
514.928	2.3003734e+008	9.6959734e+039
515.053	2.3002024e+008	9.6882564e+039
515.178	2.3001769e+008	9.6737995e+039
515.287	2.3000459e+008	9.6828346e+039
515.412	2.3000197e+008	9.6945105e+039
515.537	2.2998395e+008	9.6870192e+039
515.647	2.2998139e+008	9.6722761e+039
515.772	2.2996895e+008	9.6816089e+039
515.897	2.2996635e+008	9.6929353e+039
516.006	2.2994695e+008	9.6857454e+039
516.131	2.2994457e+008	9.6705742e+039
516.256	2.299331e+008	9.6795064e+039
516.381	2.2993057e+008	9.6939115e+039
516.506	2.2991617e+008	9.6853234e+039
516.616	2.2991365e+008	9.6705436e+039
516.741	2.2990012e+008	9.6793976e+039
516.866	2.298975e+008	9.691365e+039
516.991	2.2988035e+008	9.6836696e+039
517.116	2.2987781e+008	9.6691848e+039
517.225	2.2986478e+008	9.6782408e+039
517.350	2.2986217e+008	9.6898804e+039
517.475	2.2984406e+008	9.6824196e+039
517.584	2.298415e+008	9.66764e+039
517.709	2.2982916e+008	9.6770041e+039
517.834	2.298267e+008	9.6882796e+039
517.959	2.2980728e+008	9.6815232e+039
518.084	2.298048e+008	9.663852e+039
518.209	2.2979601e+008	9.6747173e+039
518.319	2.2979357e+008	9.6868294e+039
518.444	2.297703e+008	9.6796605e+039
518.569	2.2976786e+008	9.6636144e+039
518.694	2.2975815e+008	9.6736956e+039
518.819	2.2975569e+008	9.6864303e+039
518.928	2.2973631e+008	9.6788428e+039
519.053	2.2973391e+008	9.663093e+039
519.178	2.2972326e+008	9.6725063e+039
519.287	2.2972077e+008	9.6862061e+039
519.412	2.2970452e+008	9.6780372e+039
519.537	2.2970196e+008	9.6629315e+039
519.662	2.2968966e+008	9.6723089e+039
519.772	2.2968721e+008	9.6836699e+039
519.897	2.2966788e+008	9.6768619e+039
520.022	2.2966541e+008	9.6592972e+039
520.131	2.2965655e+008	9.6700813e+039
520.256	2.2965411e+008	9.6822526e+039
520.381	2.2963129e+008	9.6750345e+039
520.491	2.2962886e+008	9.6590649e+039
520.616	2.2961905e+008	9.6690547e+039
520.741	2.2961659e+008	9.6818761e+039
520.866	2.2959765e+008	9.6742218e+039
520.975	2.2959526e+008	9.6585752e+039
521.100	2.2958444e+008	9.6678709e+039
521.225	2.2958195e+008	9.6817073e+039
521.334	2.2956617e+008	9.6734391e+039
521.459	2.2956363e+008	9.6584508e+039
521.584	2.2955105e+008	9.6676854e+039
521.694	2.295486e+008	9.6791379e+039
521.819	2.2952986e+008	9.6722612e+039
521.928	2.295274e+008	9.6548371e+039
522.053	2.2951836e+008	9.665446e+039
522.178	2.2951592e+008	9.6777836e+039
522.303	2.2949409e+008	9.6704489e+039
522.412	2.2949167e+008	9.6546334e+039
522.537	2.2948161e+008	9.6644245e+039
522.662	2.2947914e+008	9.6774839e+039
522.772	2.2946114e+008	9.6696698e+039
522.897	2.2945877e+008	9.6542295e+039
523.022	2.2944754e+008	9.6632648e+039
523.147	2.2944504e+008	9.6774656e+039
523.272	2.2943027e+008	9.6689574e+039
523.381	2.2942775e+008	9.6542082e+039
523.506	2.294145e+008	9.6631275e+039
523.631	2.294119e+008	9.6749162e+039
523.756	2.2939443e+008	9.6673386e+039
523.881	2.2939189e+008	9.6527543e+039
523.991	2.2937923e+008	9.6619231e+039
524.116	2.2937664e+008	9.6733386e+039
524.241	2.2935798e+008	9.6660373e+039
524.350	2.2935563e+008	9.6510862e+039
524.475	2.2934386e+008	9.6598062e+039
524.600	2.2934133e+008	9.67441e+039
524.709	2.2932766e+008	9.6656303e+039
524.834	2.2932516e+008	9.6511099e+039
524.959	2.2931107e+008	9.6596824e+039
525.069	2.2930845e+008	9.671887e+039
525.194	2.2929242e+008	9.6639403e+039
525.319	2.2928991e+008	9.6498234e+039
525.428	2.2927613e+008	9.6585081e+039
525.553	2.2927352e+008	9.6704824e+039
525.678	2.2925696e+008	9.6626846e+039
525.803	2.2925445e+008	9.6484091e+039
525.913	2.2924112e+008	9.6572717e+039
526.038	2.2923852e+008	9.6690027e+039
526.163	2.2922119e+008	9.6614047e+039
526.288	2.2921866e+008	9.6468874e+039
526.413	2.2920593e+008	9.6560057e+039
526.522	2.2920334e+008	9.6674246e+039
526.647	2.2918488e+008	9.6600944e+039
526.772	2.2918254e+008	9.6452168e+039
526.881	2.2917068e+008	9.653877e+039
527.006	2.2916815e+008	9.6685366e+039
527.131	2.2915468e+008	9.6596952e+039
527.256	2.291522e+008	9.6452617e+039
527.366	2.2913791e+008	9.6537492e+039
527.491	2.2913529e+008	9.6660257e+039
527.616	2.2911958e+008	9.6580006e+039
527.741	2.2911709e+008	9.6439955e+039
527.866	2.2910306e+008	9.6525705e+039
527.991	2.2910045e+008	9.6646473e+039
528.100	2.2908433e+008	9.6567454e+039
528.225	2.2908183e+008	9.6426175e+039
528.350	2.2906817e+008	9.6513347e+039
528.459	2.2906557e+008	9.6632073e+039
528.584	2.2904885e+008	9.6554706e+039
528.709	2.2904634e+008	9.6411534e+039
528.834	2.2903319e+008	9.650075e+039
528.944	2.290306e+008	9.6616858e+039
529.069	2.29013e+008	9.6541717e+039
529.194	2.2901047e+008	9.6395728e+039
529.319	2.2899798e+008	9.6487859e+039
529.444	2.2899554e+008	9.6601146e+039
529.553	2.2897683e+008	9.6532214e+039
529.678	2.2897439e+008	9.6359515e+039
529.803	2.2896535e+008	9.6464924e+039
529.913	2.2896292e+008	9.6587812e+039
530.038	2.2894138e+008	9.6513999e+039
530.163	2.2893899e+008	9.6357732e+039
530.288	2.2892882e+008	9.6454357e+039
530.397	2.2892636e+008	9.6585501e+039
530.522	2.2890891e+008	9.6506224e+039
530.647	2.2890657e+008	9.6354303e+039
530.772	2.2889505e+008	9.6442573e+039
530.881	2.2889254e+008	9.6586714e+039
531.006	2.2887854e+008	9.6499462e+039
531.131	2.2887605e+008	9.6355016e+039
531.241	2.2886217e+008	9.6441204e+039
531.366	2.2885957e+008	9.65616e+039
531.491	2.2884331e+008	9.6483138e+039
531.616	2.2884081e+008	9.634138e+039
531.741	2.2882735e+008	9.6429119e+039
531.866	2.2882476e+008	9.654675e+039
531.991	2.2880779e+008	9.64702e+039
532.100	2.2880527e+008	9.6326251e+039
532.225	2.2879238e+008	9.6416361e+039
532.350	2.2878994e+008	9.6531114e+039
532.459	2.2877206e+008	9.646097e+039
532.584	2.2876964e+008	9.6290702e+039
532.709	2.2876029e+008	9.639332e+039
532.834	2.2875786e+008	9.6519132e+039
532.944	2.2873781e+008	9.6443207e+039
533.069	2.2873544e+008	9.6289674e+039
533.178	2.2872478e+008	9.6382887e+039
